route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
30000009,25032001,250320010049S10,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S11,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S12,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S13,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S14,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S15,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S16,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S17,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S18,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S19,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S2,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S20,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S21,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S22,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S23,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S24,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S25,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S26,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S27,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S28,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S29,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S3,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S4,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S5,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S6,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S7,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S8,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032001,250320010049S9,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S10,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S11,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S12,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S13,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S14,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S15,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S16,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S17,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S18,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S19,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S2,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S20,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S21,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S22,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S23,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S24,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S25,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S26,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S27,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S28,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S29,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S3,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S4,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S5,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S6,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S7,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S8,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000009,25032002,250320020049S9,MRT SURIAN - SEK 11 KOTA DAMANSARA,0,1000000061
30000010,25032001,250320010057S10,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010057S11,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010057S12,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010057S13,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010057S14,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010057S15,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010057S16,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010057S17,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010057S2,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010057S3,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010057S4,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010057S5,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010057S6,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010057S7,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010057S8,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010057S9,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010058S10,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010058S11,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010058S12,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010058S13,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010058S14,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010058S15,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010058S16,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010058S2,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010058S3,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010058S4,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010058S5,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010058S6,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010058S7,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010058S8,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032001,250320010058S9,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032002,250320020057S10,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032002,250320020057S11,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032002,250320020057S12,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032002,250320020057S13,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032002,250320020057S14,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032002,250320020057S15,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032002,250320020057S16,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032002,250320020057S17,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032002,250320020057S18,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032002,250320020057S2,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032002,250320020057S3,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032002,250320020057S4,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032002,250320020057S5,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032002,250320020057S6,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032002,250320020057S7,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
30000010,25032002,250320020057S8,MRT BANDAR UTAMA - MUTIARA TROPICANA,0,1000000335
